,Corpus,Expression,Structure syntaxique,Fréquence,isMeSHTerm,MeSHID,MesH_prefLabel_fr,MesH_prefLabel_en,isTaxoTerm
62342,doctissimo,spécial bébé,ADJ NOM,4,False,,,,False
62343,doctissimo,moment voulu,NOM VER:pper,7,False,,,,False
62344,doctissimo,produits type,VER:pper NOM,3,False,,,,False
62345,doctissimo,taille naissance,NOM NOM,8,False,,,,False
62346,doctissimo,jamais mise,ADV VER:pper,3,False,,,,False
62349,doctissimo,signe clinique,NOM ADJ,4,False,,,,False
62366,doctissimo,porteuse saine,NOM ADJ,3,False,,,,False
62368,doctissimo,enfant atteint de mucoviscidose,NOM VER:pper PRP NOM,3,False,,,,False
62369,doctissimo,atteint de mucoviscidose,VER:pper PRP NOM,13,False,,,,False
62373,doctissimo,bébé sachant,NOM VER:ppre,3,False,,,,False
62386,doctissimo,âge qu',NOM PRO:REL,3,False,,,,False
62389,doctissimo,stress provoque,NOM VER:pres,3,False,,,,False
62400,doctissimo,peau d'orange,NOM PRP ADJ,6,False,,,,True
62415,doctissimo,matin déjà,NOM ADV,3,False,,,,False
62430,doctissimo,anti tpo,ADJ NOM,9,False,,,,False
62433,doctissimo,douleur à la gorge,NOM PRP DET:ART NOM,3,False,,,,False
62436,doctissimo,irm des cervicales,NOM PRP:det ADJ,5,False,,,,False
62443,doctissimo,qu\'un mauvais,ADJ ADJ,4,False,,,,False
62446,doctissimo,officielle de chemtrails,ADJ PRP NOM,3,False,,,,False
62447,doctissimo,d\'un complot,ADJ NOM,4,False,,,,False
62448,doctissimo,d\'un complot mondial,ADJ NOM ADJ,4,False,,,,False
62449,doctissimo,complot mondial,NOM ADJ,11,False,,,,False
62450,doctissimo,d\'armes biologiques,ADJ ADJ,4,False,,,,False
62452,doctissimo,potentiellement dangereux,ADV ADJ,5,False,,,,False
62454,doctissimo,complot mondial gouvernementalo-chimico-aéronautique visant,NOM ADJ ADJ VER:ppre,7,False,,,,False
62455,doctissimo,intoxiquer l'humanité,VER:infi DET:ART NOM,3,False,,,,False
62456,doctissimo,asservir la moitié,VER:infi DET:ART NOM,3,False,,,,False
62467,doctissimo,déficit en vitamine,NOM PRP NOM,3,False,,,,False
62490,doctissimo,recherches sur les forums,NOM PRP DET:ART NOM,3,False,,,,False
62499,doctissimo,forum santé,NOM NOM,3,False,,,,False
62506,doctissimo,arret de la cigarette,NOM PRP DET:ART NOM,3,False,,,,False
62508,doctissimo,bonjour mois,NOM NOM,3,False,,,,False
62522,doctissimo,impression de devenir folle,NOM PRP VER:infi ADJ,4,False,,,,False
62528,doctissimo,carte de donneur,NOM PRP ADJ,6,True,D009927,Acquisition d'organes et de tissus,Tissue and Organ Procurement,False
62529,doctissimo,procurer une carte,VER:infi DET:ART NOM,3,False,,,,False
62539,doctissimo,simplement aller,ADV VER:infi,4,False,,,,False
62543,doctissimo,totale de la prostate,ADJ PRP DET:ART NOM,3,False,,,,False
62546,doctissimo,tumeur maligne,NOM ADJ,6,False,,,,False
62547,doctissimo,évolution du psa,NOM PRP:det NOM,3,False,,,,False
62550,doctissimo,ablation de la prostate,NOM PRP DET:ART NOM,8,False,,,,False
62553,doctissimo,hypertrophie bénigne,NOM ADJ,6,False,,,,False
62554,doctissimo,hypertrophie bénigne de la prostate,NOM ADJ PRP DET:ART NOM,4,True,D011470,Hyperplasie de la prostate,Prostatic Hyperplasia,True
62555,doctissimo,bénigne de la prostate,ADJ PRP DET:ART NOM,4,False,,,,False
62560,doctissimo,rate accessoire,NOM ADJ,3,False,,,,False
62564,doctissimo,infection urinaire ...,NOM ADJ PUN,3,False,,,,False
62569,doctissimo,dis-lui,VER:pres PRO:PER,6,False,,,,False
62574,doctissimo,prend tjrs,VER:pres NOM,5,False,,,,False
62585,doctissimo,probleme au niveau,NOM PRP:det NOM,5,False,,,,False
62586,doctissimo,anti corps,ADJ NOM,27,False,,,,False
62594,doctissimo,bisous a bientot,NOM VER:pres ADJ,5,False,,,,False
62601,doctissimo,hier midi,VER:infi NOM,12,False,,,,False
62603,doctissimo,enlever le surplus,VER:infi DET:ART NOM,3,False,,,,False
62606,doctissimo,souffre d'un problème,VER:pres PRP DET:ART NOM,3,False,,,,False
62625,doctissimo,intolérances alimentaires,NOM ADJ,5,False,,,,False
62629,doctissimo,collègues de boulot,NOM PRP NOM,4,False,,,,False
62635,doctissimo,solutions efficaces,NOM ADJ,3,False,,,,False
62642,doctissimo,fille commence,NOM VER:pres,3,False,,,,False
62644,doctissimo,poux et lentes,NOM KON ADJ,11,False,,,,False
62645,doctissimo,film alimentaire,NOM ADJ,6,False,,,,False
62652,doctissimo,tête à poux,NOM PRP NOM,4,False,,,,False
62659,doctissimo,moyens de payer,NOM PRP VER:infi,4,False,,,,False
62666,doctissimo,ampoules led,NOM ADJ,11,False,,,,False
62667,doctissimo,température de couleur,NOM PRP NOM,6,False,,,,False
62668,doctissimo,fiche technique,NOM ADJ,3,False,,,,False
62674,doctissimo,ampoule led,NOM ADJ,7,False,,,,False
62687,doctissimo,risque de provoquer,NOM PRP VER:infi,3,False,,,,False
62692,doctissimo,lumens par watt,NOM PRP NOM,3,False,,,,False
62702,doctissimo,debut de la grossesse,NOM PRP DET:ART NOM,4,False,,,,False
62723,doctissimo,nature très angoissée,NOM ADV VER:pper,3,False,,,,False
62732,doctissimo,dent dévitalisée,NOM VER:pper,7,True,D019553,Dent dévitalisée,"Tooth, Nonvital",False
62735,doctissimo,vraiment atroce,ADV ADJ,4,False,,,,False
62740,doctissimo,eau dans les oreilles,NOM PRP DET:ART NOM,3,False,,,,False
62745,doctissimo,sensation d'oreilles,NOM PRP NOM,5,False,,,,False
62746,doctissimo,sensation d'oreilles bouchées,NOM PRP NOM VER:pper,3,False,,,,False
62755,doctissimo,mal au cou,ADV PRP:det NOM,7,False,,,,True
62758,doctissimo,medoc anti,NOM ADJ,3,False,,,,False
62765,doctissimo,sel d'epsom,NOM PRP NOM,3,False,,,,False
62770,doctissimo,pipi de chat,NOM PRP NOM,6,False,,,,False
62783,doctissimo,recettes miracles,NOM NOM,3,False,,,,False
62786,doctissimo,tenté l\'expérience,VER:pper NOM,4,False,,,,False
62789,doctissimo,l\'on voit,NOM VER:pres,10,False,,,,False
62802,doctissimo,jus de pamplemousse,NOM PRP NOM,6,False,,,,False
62809,doctissimo,verdict tombe,NOM VER:pres,13,False,,,,False
62823,doctissimo,fin d'études,NOM PRP NOM,3,False,,,,False
62825,doctissimo,poids de départ,NOM PRP NOM,36,False,,,,False
62841,doctissimo,mal à monter,NOM PRP VER:infi,3,False,,,,False
62848,doctissimo,écho et prise,NOM KON NOM,4,False,,,,False
62849,doctissimo,écho et prise de sang,NOM KON NOM PRP NOM,4,False,,,,False
62857,doctissimo,test bhcg,NOM ADJ,3,False,,,,False
62861,doctissimo,niveau intensité,NOM NOM,3,False,,,,False
62862,doctissimo,genre de douleur,NOM PRP NOM,6,False,,,,False
62864,doctissimo,peur de la geu,NOM PRP DET:ART NOM,4,False,,,,False
62875,doctissimo,besoin d'en faire,NOM PRP PRO:PER VER:infi,4,False,,,,False
62878,doctissimo,faire naturellement,VER:infi ADV,3,False,,,,False
62890,doctissimo,donner les noms,VER:infi DET:ART NOM,4,False,,,,False
62936,doctissimo,intérieur du bras,NOM PRP:det NOM,3,False,,,,False
62939,doctissimo,sensation qu',NOM PRO:REL,15,False,,,,False
62944,doctissimo,mode vibreur,NOM NOM,5,False,,,,False
62951,doctissimo,.il a fallu,NAM VER:pres VER:pper,3,False,,,,False
62954,doctissimo,atteinte de la même maladie,VER:pper PRP DET:ART ADJ NOM,5,False,,,,False
62969,doctissimo,faire le voyage,VER:infi DET:ART NOM,3,False,,,,False
62975,doctissimo,faire de la chimio,VER:infi PRP DET:ART NOM,7,False,,,,False
62982,doctissimo,résultats en main,NOM PRP NOM,3,False,,,,False
62986,doctissimo,point de chute,NOM PRP NOM,3,False,,,,False
62989,doctissimo,l\'igr de villejuif,NOM PRP ADJ,3,False,,,,False
62991,doctissimo,nomadisme médical,NOM ADJ,3,False,,,,False
63008,doctissimo,tour du monde,NOM PRP:det NOM,4,False,,,,False
63023,doctissimo,qu\'on m\'avait,NOM VER:impf,12,False,,,,False
63028,doctissimo,grandes villes,ADJ NOM,8,True,D002947,Villes,Cities,False
63029,doctissimo,sécu prend,NOM VER:pres,3,False,,,,False
63037,doctissimo,réaction du système,NOM PRP:det NOM,3,False,,,,False
63045,doctissimo,vraiment efficaces,ADV ADJ,3,False,,,,False
63050,doctissimo,sert à rien d'aller,NOM PRP NOM PRP VER:infi,3,False,,,,False
63058,doctissimo,aide auprès,NOM ADV,4,False,,,,False
63061,doctissimo,bonne vacances,ADJ NOM,6,False,,,,False
63065,doctissimo,oups dsl,NOM ADJ,3,False,,,,False
63067,doctissimo,aller au ciné,VER:infi PRP:det NOM,5,False,,,,False
63068,doctissimo,vraiment falloir,ADV VER:infi,6,False,,,,False
63080,doctissimo,c\'est léger,NOM ADJ,6,False,,,,False
63091,doctissimo,virus circule,NOM VER:pres,5,False,,,,False
63092,doctissimo,niveau élevé,NOM VER:pper,3,False,,,,False
63105,doctissimo,peut-être temps,ADV NOM,3,False,,,,False
63106,doctissimo,yeux url-remplacée,NOM ADJ,4,False,,,,False
63107,doctissimo,amérique du nord,NOM PRP:det ADJ,3,True,D009656,Amérique du Nord,North America,False
63116,doctissimo,communément appelé,ADV VER:pper,4,False,,,,False
63123,doctissimo,noir ou blanc,ADJ KON ADJ,4,False,,,,False
63135,doctissimo,plaint de douleurs,VER:pper PRP NOM,3,False,,,,False
63136,doctissimo,douleurs du côté droit,NOM PRP:det NOM ADJ,3,False,,,,False
63160,doctissimo,donner de l'espoir,VER:infi PRP DET:ART NOM,6,False,,,,False
63170,doctissimo,vie est pleine,NOM VER:pres ADJ,3,False,,,,False
63172,doctissimo,sites de rencontres,NOM PRP NOM,5,False,,,,False
63180,doctissimo,mariage prévu,NOM VER:pper,3,False,,,,False
63190,doctissimo,attente très longue,NOM ADV ADJ,3,False,,,,False
63192,doctissimo,contexte actuel,NOM ADJ,4,False,,,,False
63194,doctissimo,moment le temps,NOM DET:ART NOM,3,False,,,,False
63198,doctissimo,docteur généraliste,NOM ADJ,8,False,,,,False
63226,doctissimo,petite bouée,ADJ NOM,3,False,,,,False
63228,doctissimo,amitiées rubiee,ADJ NOM,3,False,,,,False
63229,doctissimo,casse pied,NOM NOM,3,False,,,,False
63251,doctissimo,souhaitez plus d\'infos,VER:pres ADV NOM,3,False,,,,False
63252,doctissimo,ans fait pipi,NOM VER:pres NOM,3,False,,,,False
63262,doctissimo,retrouver le moral,VER:infi DET:ART NOM,3,False,,,,False
63269,doctissimo,partie de la bande,VER:pper PRP DET:ART NOM,3,False,,,,False
63273,doctissimo,bisous guérisseurs,NOM ADJ,4,False,,,,False
63285,doctissimo,dis bonne,VER:pres ADJ,3,False,,,,False
63325,doctissimo,m\'a l\'air,VER:simp NOM,8,False,,,,False
63328,doctissimo,trouver une nounou,VER:infi DET:ART NOM,3,False,,,,False
63346,doctissimo,s\'est réveillée,NOM VER:pper,4,False,,,,False
63362,doctissimo,truc génial,NOM ADJ,6,False,,,,False
63365,doctissimo,concevoir un bébé,VER:infi DET:ART NOM,3,False,,,,False
63367,doctissimo,monde en bonne,NOM PRP ADJ,3,False,,,,False
63368,doctissimo,😉bon courage,ADJ NOM,3,False,,,,False
63382,doctissimo,maison pour faire,NOM PRP VER:infi,3,False,,,,False
63386,doctissimo,bulle d\'air,ADJ NOM,3,False,,,,False
63389,doctissimo,limite l\'impression,NOM NOM,3,False,,,,False
63405,doctissimo,allée courir,VER:pper VER:infi,3,False,,,,False
63410,doctissimo,nette amélioration au niveau,ADJ NOM PRP:det NOM,3,False,,,,False
63411,doctissimo,amélioration au niveau,NOM PRP:det NOM,7,False,,,,False
63414,doctissimo,médecins donnent,NOM VER:pres,4,False,,,,False
63416,doctissimo,tendance à préférer,NOM PRP VER:infi,4,False,,,,False
63417,doctissimo,viande saignante,NOM ADJ,3,False,,,,False
63419,doctissimo,truc blanc,NOM ADJ,3,False,,,,False
63436,doctissimo,vraiment touchée,ADV VER:pper,3,False,,,,False
63441,doctissimo,donner le temps,VER:infi DET:ART NOM,5,False,,,,False
63445,doctissimo,décidé d'arrêter la pilule,VER:pper PRP VER:infi DET:ART NOM,4,False,,,,False
63463,doctissimo,anticorps monoclonaux,NOM ADJ,3,True,D000911,Anticorps monoclonaux,"Antibodies, Monoclonal",False
63477,doctissimo,trouve injuste,VER:pres ADJ,4,False,,,,False
63483,doctissimo,noter également,VER:infi ADV,3,False,,,,False
63489,doctissimo,qu\'on peut s\'en,NOM VER:pres NOM,4,False,,,,False
63496,doctissimo,psychologue spécialisé,NOM VER:pper,3,False,,,,False
63498,doctissimo,enfants vivent,NOM VER:pres,4,False,,,,False
63501,doctissimo,chose qu\'on,NOM NOM,4,False,,,,False
63505,doctissimo,l\'autre enfant,ADJ NOM,3,False,,,,False
63512,doctissimo,améliorer les pratiques,VER:infi DET:ART NOM,3,False,,,,False
63531,doctissimo,niveau de la fesse,NOM PRP DET:ART NOM,3,False,,,,False
63535,doctissimo,douleurs au bassin,NOM PRP:det NOM,4,False,,,,False
63539,doctissimo,bascule du bassin,NOM PRP:det NOM,6,False,,,,False
63542,doctissimo,coucou petite,NOM ADJ,3,False,,,,False
63555,doctissimo,journée d'hier,NOM PRP VER:infi,5,False,,,,False
63557,doctissimo,temps pourri,NOM VER:pper,6,False,,,,False
63582,doctissimo,tour sur le forum,NOM PRP DET:ART NOM,4,False,,,,False
63603,doctissimo,voies biliaires,NOM ADJ,9,True,D001659,Voies biliaires,Biliary Tract,True
63611,doctissimo,grande salle,ADJ NOM,7,False,,,,False
63614,doctissimo,s\'y connaissent,NOM VER:pres,3,False,,,,False
63621,doctissimo,post existe,NOM VER:pres,4,False,,,,False
63631,doctissimo,enormes bisous,ADJ NOM,3,False,,,,False
63644,doctissimo,marqueurs tumoraux,NOM ADJ,4,True,D014408,Marqueurs biologiques tumoraux,"Biomarkers, Tumor",False
63648,doctissimo,tient à coeur,VER:pres PRP NOM,3,False,,,,False
63649,doctissimo,chimio et radiothérapie,NOM KON NOM,4,False,,,,False
63658,doctissimo,refaire des examens,VER:infi PRP:det NOM,7,False,,,,False
63664,doctissimo,derniers messages,ADJ NOM,5,False,,,,False
63696,doctissimo,acheter une maison,VER:infi DET:ART NOM,8,False,,,,False
63703,doctissimo,mites alimentaires,VER:pres ADJ,4,False,,,,False
63711,doctissimo,qu'en hiver,ADV PRP NOM,4,False,,,,False
63724,doctissimo,faire un mélange,VER:infi DET:ART NOM,3,False,,,,False
63725,doctissimo,vraies solutions,ADJ NOM,4,False,,,,False
63727,doctissimo,rdv avec le gygy,NOM PRP DET:ART NOM,5,False,,,,False
63729,doctissimo,petit traitement,ADJ NOM,8,False,,,,False
63738,doctissimo,mois kan,NOM NOM,3,False,,,,False
63742,doctissimo,habitude de faire,NOM PRP VER:infi,5,False,,,,False
63764,doctissimo,essayer de limiter,VER:infi PRP VER:infi,3,False,,,,False
63769,doctissimo,risque cardio,NOM ADJ,3,False,,,,False
63780,doctissimo,manger bio,VER:infi ADJ,5,False,,,,False
63784,doctissimo,sages femme,ADJ NOM,3,False,,,,False
63788,doctissimo,allaitement url-remplacée,NOM VER:pper,3,False,,,,False
63792,doctissimo,van der,NOM NOM,4,False,,,,False
63801,doctissimo,allaiter en public,VER:infi PRP ADJ,4,False,,,,False
63804,doctissimo,maman nature,NOM NOM,4,False,,,,False
63808,doctissimo,changement de couches,NOM PRP NOM,4,False,,,,False
63830,doctissimo,moment privilégié,NOM VER:pper,3,False,,,,False
63872,doctissimo,dépôt blanc,NOM ADJ,5,False,,,,False
63885,doctissimo,jours matin,NOM NOM,5,False,,,,False
63886,doctissimo,jours matin et soir,NOM NOM KON NOM,4,False,,,,False
63893,doctissimo,légumes et fruits,NOM KON NOM,6,False,,,,False
63895,doctissimo,passe pas inaperçu,VER:pres ADV ADJ,3,False,,,,False
63899,doctissimo,poussées de fièvre,NOM PRP NOM,3,False,,,,False
63901,doctissimo,mode d'alimentation,NOM PRP NOM,3,False,,,,True
63902,doctissimo,alimentation de bébé,NOM PRP NOM,3,False,,,,False
63930,doctissimo,envie de vous faire,NOM PRP PRO:PER VER:infi,5,False,,,,False
63931,doctissimo,super courageuse,ADJ ADJ,3,False,,,,False
63932,doctissimo,bonne école,ADJ NOM,4,False,,,,False
63950,doctissimo,ravie d\'avoir,VER:pper NOM,3,False,,,,False
63953,doctissimo,contente d'etre enceinte,ADJ PRP ADJ NOM,3,False,,,,False
63965,doctissimo,semaines qui viennent,NOM PRO:REL VER:pres,4,False,,,,False
63968,doctissimo,oesophage de barett,NOM PRP NOM,4,False,,,,False
63972,doctissimo,œsophage de barrett,NOM PRP NOM,6,False,,,,False
63974,doctissimo,petite hernie hiatale,ADJ NOM ADJ,3,False,,,,False
63978,doctissimo,tasse de lait,NOM PRP NOM,3,False,,,,False
63981,doctissimo,demande conseil,VER:pres NOM,8,False,,,,False
63989,doctissimo,cancer de l'œsophage,NOM PRP DET:ART NOM,5,False,,,,False
63990,doctissimo,taux de survie,NOM PRP NOM,3,True,D015996,Taux de survie,Survival Rate,False
63991,doctissimo,cancer est détecté,NOM VER:pres VER:pper,3,False,,,,False
64003,doctissimo,renseigner sur internet,VER:infi PRP ADJ,4,False,,,,False
64004,doctissimo,jus d'aloe,NOM PRP NOM,3,False,,,,False
64005,doctissimo,petite croute,ADJ NOM,3,False,,,,False
64011,doctissimo,problème également,NOM ADV,4,False,,,,False
64028,doctissimo,thyroïdite d'hashimoto,NOM PRP NOM,3,False,,,,False
64034,doctissimo,médecin url-remplacée,NOM ADJ,3,False,,,,False
64041,doctissimo,événement familial,NOM ADJ,3,False,,,,False
64052,doctissimo,main pour faire,NOM PRP VER:infi,3,False,,,,False
64059,doctissimo,grand silence,ADJ NOM,4,False,,,,False
64066,doctissimo,post j\'ai,NOM VER:simp,3,False,,,,False
64075,doctissimo,niveau moteur,NOM ADJ,4,False,,,,False
64079,doctissimo,temps arrive,NOM VER:pres,4,False,,,,False
64080,doctissimo,vraiment regarder,ADV VER:infi,3,False,,,,False
64081,doctissimo,regarder dans les yeux,VER:infi PRP DET:ART NOM,5,False,,,,False
64082,doctissimo,train de disparaitre,NOM PRP VER:infi,3,False,,,,False
64085,doctissimo,c\'est quasi,NOM ADV,4,False,,,,False
64088,doctissimo,bébé très calme,NOM ADV ADJ,3,False,,,,False
64089,doctissimo,pleurer au moment,VER:infi PRP:det NOM,3,False,,,,False
64102,doctissimo,regard fuyant,NOM VER:ppre,5,False,,,,False
64118,doctissimo,également suivi,ADV VER:pper,4,False,,,,False
64122,doctissimo,bruit qu',NOM PRO:REL,3,False,,,,False
64125,doctissimo,fille d\'une,NOM ADJ,3,False,,,,False
64130,doctissimo,grands progrès,ADJ NOM,3,False,,,,False
64131,doctissimo,perdue face,VER:pper NOM,3,False,,,,False
64132,doctissimo,carré de chocolat,NOM PRP NOM,16,False,,,,False
64133,doctissimo,carré de chocolat noir,NOM PRP NOM ADJ,6,False,,,,False
64144,doctissimo,recevoir un mail,VER:infi DET:ART NOM,4,False,,,,False
64147,doctissimo,question à vous poser,NOM PRP PRO:PER VER:infi,6,False,,,,False
64148,doctissimo,existe t-il,VER:pres NOM,8,False,,,,False
64151,doctissimo,terrible épreuve,ADJ NOM,9,False,,,,False
64169,doctissimo,garder une image,VER:infi DET:ART NOM,3,False,,,,False
64170,doctissimo,image négative,NOM ADJ,3,False,,,,False
64177,doctissimo,pris des photo,VER:pper PRP:det NOM,3,False,,,,False
64180,doctissimo,fortes et courageuses,ADJ KON ADJ,3,False,,,,False
64185,doctissimo,souhaite pleins,VER:pres ADJ,12,False,,,,False
64186,doctissimo,souhaite pleins de courage,VER:pres ADJ PRP NOM,3,False,,,,False
64194,doctissimo,bonne porte,ADJ ADJ,3,False,,,,False
64208,doctissimo,peur de le regretter,NOM PRP PRO:PER VER:infi,4,False,,,,False
64218,doctissimo,vie meilleure,NOM ADJ,5,False,,,,False
64232,doctissimo,occasion d'aller,NOM PRP VER:infi,3,False,,,,False
64233,doctissimo,petite perle,ADJ NOM,4,False,,,,False
64235,doctissimo,petits malins,ADJ ADJ,3,False,,,,False
64236,doctissimo,attendre des résultats,VER:infi PRP:det NOM,3,False,,,,False
64242,doctissimo,niveau pulmonaire,NOM ADJ,3,False,,,,False
64258,doctissimo,recharger les batteries,VER:infi DET:ART NOM,3,False,,,,False
64259,doctissimo,leçons de vie,NOM PRP NOM,3,False,,,,False
64263,doctissimo,vois-tu,VER:pres PRO:PER,4,False,,,,False
64264,doctissimo,moral commence,NOM VER:pres,5,False,,,,False
64273,doctissimo,cancer de poumon,NOM PRP NOM,3,False,,,,False
64279,doctissimo,chauffeur routier,NOM ADJ,3,False,,,,False
64282,doctissimo,pile au moment,ADV PRP:det NOM,8,False,,,,False
64293,doctissimo,plien de bleu,NOM PRP ADJ,4,False,,,,False
64313,doctissimo,bonne vivante,ADV ADJ,7,False,,,,False
64317,doctissimo,mal aider,ADV VER:infi,3,False,,,,False
64323,doctissimo,bel exemple,ADJ NOM,4,False,,,,False
64325,doctissimo,retrouver la santé,VER:infi DET:ART NOM,4,False,,,,False
64348,doctissimo,trouvé par hasard,VER:pper PRP NOM,5,False,,,,False
64358,doctissimo,ans région,NOM NOM,3,False,,,,False
64363,doctissimo,jolie puce,ADJ NOM,3,False,,,,False
64364,doctissimo,test de hunher,NOM PRP VER:infi,5,False,,,,False
64384,doctissimo,test de huhner,NOM PRP VER:infi,6,False,,,,False
64385,doctissimo,glaire cervicale,NOM ADJ,12,True,D002582,Glaire cervicale,Cervix Mucus,True
64391,doctissimo,faire bébé,VER:infi NOM,5,False,,,,False
64393,doctissimo,recommencer un cycle,VER:infi DET:ART NOM,4,False,,,,False
64432,doctissimo,expliquer le déroulement,VER:infi DET:ART NOM,3,False,,,,False
64453,doctissimo,suivi écho,ADJ NOM,4,False,,,,False
